rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
14.4,1.1,b,6.22,7.2,12.09,14.66,5.01,in,in,outside,hit,2.34,yes,jump,,,b
13.91,1.88,a,8.1,9.36,23.1,12.69,5.74,out,out,oppo,free_ball,0.58,no,,,,b
13.75,3.12,b,6.81,6.0,11.55,12.51,8.91,in,in,quick,hit,0.64,no,,kill,kill,b
15.27,1.08,a,8.06,7.5,13.2,11.43,8.03,in,in,oppo,hit,1.36,yes,float,,,b
14.69,1.53,b,8.17,8.43,12.09,10.8,3.18,in,in,d-ball,hit,1.76,no,,kill,kill,b
15.81,1.06,a,7.93,7.73,13.3,14.1,12.36,in,in,quick,hit,2.12,yes,float,kill,kill,a
17.05,1.65,b,,,,,,,,,,,,jump,serve_error,serve_error,b
17.87,1.27,a,4.06,4.86,13.07,15.32,4.15,out,out,outside,hit,2.09,no,jump,kill,kill,a
19.12,1.17,b,9.04,9.15,13.57,13.54,11.99,in,in,quick,tip,0.31,no,jump,hit_error,hit_error,a
19.75,1.26,b,3.1,1.95,11.73,10.54,14.76,in,in,oppo,hit,2.1,yes,jump,,,a
19.86,2.25,a,14.53,,,,11.58,,,,tip,-0.07,no,,,,a
19.96,3.29,b,11.11,10.76,8.02,14.63,14.77,out,out,outside,roll_shot,1.14,no,,hit_error,hit_error,a
20.81,1.41,b,2.21,2.08,6.84,14.73,3.76,out,out,outside,hit,1.96,no,jump,,,b
21.17,1.91,a,3.74,8.92,,,,out,,,free_ball,-0.45,no,,,,b
20.47,3.08,b,15.31,14.81,13.17,11.08,25.49,out,out,oppo,hit,2.34,yes,,tool,tool,b
22.11,0.99,a,,,,,,,,,,,,jump,serve_error,serve_error,a
23.15,0.84,b,,,,,,,,,,,,jump,serve_error,serve_error,b
23.62,1.05,a,6.7,7.12,12.7,13.77,10.47,in,in,quick,hit,1.68,no,float,kill,kill,a
25.09,0.62,b,4.48,5.07,13.12,13.92,2.33,in,in,quick,hit,2.01,no,jump,kill,kill,b
26.34,0.5,a,,,,,,,,,,,,jump,serve_error,serve_error,a
26.86,1.01,b,8.55,9.17,12.91,14.44,18.96,in,in,outside,hit,1.84,yes,float,,,a
27.27,2.22,a,5.99,18.81,10.92,14.71,6.07,in,in,outside,hit,1.56,no,,,,a
26.75,3.26,b,5.89,5.53,,,25.54,out,out,d-ball,free_ball,-0.03,no,,hit_error,hit_error,a
27.47,0.88,b,10.6,8.94,12.16,10.77,11.93,in,in,d-ball,hit,1.61,yes,float,,,a
27.53,2.91,a,11.97,,,,,,,outside,tip,-0.07,no,,kill,kill,a
29.43,1.1,b,3.3,3.1,,,12.72,out,,,overpass,0.68,no,hybrid,,,a
28.67,1.96,a,12.71,13.07,13.42,14.63,13.98,in,in,quick,overpass,0.78,no,,kill,kill,a
29.71,1.35,b,9.88,9.49,14.44,14.35,12.61,in,in,quick,hit,2.62,yes,float,,,b
29.74,2.42,a,14.3,12.82,9.43,10.8,17.37,out,out,oppo,hit,0.35,no,,hit_error,hit_error,b
31.03,0.77,a,2.59,2.83,12.63,12.57,4.4,in,in,quick,hit,2.01,no,jump,,,b
30.93,1.48,b,9.71,8.16,6.29,8.37,1.94,out,out,quick,hit,3.23,no,,,,b
31.0,3.31,a,2.79,2.65,9.02,11.73,6.78,in,in,oppo,hit,2.14,no,,,,b
30.81,4.05,b,6.19,7.52,10.51,11.68,14.75,out,out,quick,tip,2.15,no,,,,b
30.74,4.31,a,10.3,14.26,15.09,6.45,11.32,out,out,oppo,hit,1.05,no,,hit_error,hit_error,b
32.45,1.48,a,2.11,2.32,12.34,15.18,,in,in,outside,hit,1.99,no,jump,,,a
32.16,1.6,b,3.34,3.49,12.2,14.79,,in,in,outside,roll_shot,2.5,no,,,,a
32.18,3.53,a,6.41,5.4,13.14,14.01,,in,in,bic,hit,1.54,no,,kill,kill,a
32.86,1.34,b,6.53,7.67,13.44,14.54,8.57,in,in,outside,hit,2.14,no,jump,,,b
33.11,2.14,a,9.25,8.66,,,26.15,,,,,,,,hit_error,hit_error,b
34.04,0.73,a,2.9,3.0,13.19,14.3,10.73,out,out,bic,tip,0.31,no,jump,,,a
33.99,2.12,b,11.49,11.06,11.97,14.76,3.24,out,out,outside,off_speed,3.1,no,,,,a
34.15,2.55,a,3.45,7.6,7.16,15.05,5.88,in,in,outside,off_speed,1.95,no,,,,a
33.96,4.19,b,6.39,6.04,12.69,15.56,6.77,out,out,outside,roll_shot,1.11,no,,,,a
34.25,5.45,a,6.33,6.02,8.25,10.42,15.2,out,out,outside,hit,1.68,yes,,,,a
33.93,5.71,b,4.74,2.69,13.65,10.73,3.23,in,in,oppo,hit,2.13,no,,,,a
34.18,6.49,a,3.04,2.78,7.48,13.58,4.51,in,in,outside,hit,1.69,no,,kill,kill,a
34.96,1.53,b,2.16,3.36,11.91,14.67,9.94,in,in,outside,hit,1.64,no,jump,,,b
34.69,2.09,a,8.77,8.46,10.42,11.08,0.7,out,out,oppo,off_speed,0.1,no,,,,b
34.48,3.02,b,6.5,6.76,12.18,15.07,,in,in,outside,hit,1.99,yes,,tool,tool,b
36.42,1.15,a,8.65,9.01,14.33,13.88,,in,in,quick,blocked,2.29,yes,jump,,,a
35.14,3.39,a,15.31,13.92,13.97,11.62,1.23,in,in,oppo,hit,0.82,no,,,,a
35.92,4.43,b,6.81,6.99,,,8.53,out,,,overpass,0.28,no,,,,a
36.22,4.86,a,8.19,7.91,11.78,14.99,7.0,in,in,outside,hit,1.85,no,,kill,kill,a
36.71,1.07,b,10.2,3.28,13.55,15.16,11.17,in,in,outside,blocked,1.76,yes,jump,,,b
36.89,2.6,b,14.67,15.37,13.57,14.46,26.1,out,out,outside,hit,1.73,yes,,tool,tool,b
38.88,0.98,a,3.7,4.39,12.16,13.23,22.88,in,in,quick,hit,1.63,yes,jump,tool,tool,a
38.43,0.4,b,3.31,3.16,12.61,14.63,20.79,in,in,outside,hit,1.8,no,jump,hit_error,hit_error,a
39.71,1.02,b,1.98,0.98,12.98,13.03,,in,in,quick,hit,-0.06,no,jump,,,a
40.16,2.39,a,1.33,5.68,,13.67,19.82,out,,outside,hit,1.56,yes,,tool,tool,a
41.45,1.26,b,3.8,3.05,6.07,15.48,3.09,out,out,oppo,hit,1.18,no,jump,hit_error,hit_error,a
41.55,0.83,b,1.72,2.89,19.15,8.45,4.61,out,out,bic,hit,1.74,no,jump,kill,kill,b
42.07,0.69,a,,,,,,,,,,,,jump,serve_error,serve_error,a
44.16,0.56,b,2.79,2.38,,,12.17,out,,bic,overpass,-0.62,no,jump,,,a
43.75,2.04,a,12.0,,,11.49,14.53,,,quick,hit,1.41,yes,,tool,tool,a
44.74,1.32,a,2.67,3.22,12.63,14.06,0.9,in,in,bic,hit,1.0,no,jump,,,a
44.63,2.14,b,6.15,6.53,8.74,26.0,13.29,out,out,outside,roll_shot,-0.4,no,,,,a
45.05,2.64,a,12.44,12.87,13.48,15.1,8.72,in,in,outside,hit,2.36,no,,kill,kill,a
45.91,1.23,b,1.34,2.04,12.91,15.09,26.46,in,in,outside,hit,1.66,yes,jump,tool,tool,b
46.82,1.48,a,7.05,6.16,13.06,15.46,12.88,out,out,outside,hit,1.64,yes,float,,,b
46.12,1.96,b,13.59,13.4,7.45,10.94,0.95,out,out,oppo,hit,2.11,no,,,,b
46.94,2.32,a,8.19,7.73,3.93,15.03,21.29,out,out,outside,hit,2.16,no,,hit_error,hit_error,b
47.33,0.86,a,5.88,6.61,12.17,14.83,25.44,in,in,outside,hit,1.99,no,float,,,b
47.87,1.46,b,9.97,10.18,11.97,13.95,17.18,out,out,outside,blocked,2.19,yes,,,,b
47.84,3.63,b,10.78,11.43,13.61,13.3,1.75,in,in,bic,off_speed,2.48,no,,,,b
47.84,4.89,a,,,,,,,,,,,,,net,net,b
48.92,1.02,a,6.73,6.31,11.93,13.14,5.03,in,in,quick,hit,1.77,yes,float,,,a
49.06,2.29,b,9.67,9.21,7.97,11.2,20.76,in,in,oppo,hit,2.21,no,,hit_error,hit_error,a
50.08,1.34,b,3.48,3.09,11.71,15.58,16.79,in,in,outside,hit,0.8,yes,jump,tool,tool,b
51.13,1.26,a,2.71,2.69,11.11,,,in,,,blocked,,,jump,,,b
51.02,2.94,a,10.88,11.2,7.08,9.61,,out,out,outside,hit,2.26,no,,,,b
51.52,3.99,b,3.75,2.79,19.88,24.64,,out,out,outside,free_ball,-0.19,no,,,,b
50.63,4.79,a,13.2,12.89,12.92,10.62,18.18,in,in,oppo,hit,1.4,no,,hit_error,hit_error,b
51.91,1.08,a,3.32,3.47,11.9,14.85,4.7,in,in,outside,blocked,1.78,yes,jump,blocked,blocked,b
52.87,0.66,a,2.56,3.36,12.8,13.3,4.63,in,in,quick,hit,0.86,no,jump,kill,kill,a
54.0,1.25,b,7.81,3.97,12.26,14.02,6.63,in,in,quick,hit,1.77,no,float,kill,kill,b
55.05,0.9,a,2.66,1.69,5.46,15.16,,out,out,outside,off_speed,3.28,yes,jump,,,a
54.9,1.75,b,3.94,4.56,13.24,15.23,5.43,in,in,outside,hit,1.79,no,,,,a
54.78,3.15,a,8.89,8.75,12.93,11.07,4.97,in,in,oppo,hit,1.57,no,,net,net,a
56.06,0.35,b,7.97,6.96,12.78,14.16,6.55,in,in,quick,hit,1.74,no,jump,kill,kill,b
56.87,1.12,a,7.98,7.66,14.09,14.67,8.47,in,in,outside,hit,1.39,no,float,kill,kill,a
58.02,0.71,b,2.27,2.86,13.11,14.53,0.96,in,in,quick,hit,0.81,no,jump,kill,kill,b
58.55,1.46,a,10.11,9.96,2.77,11.12,17.72,out,out,oppo,hit,2.24,no,jump,hit_error,hit_error,b
59.88,0.47,a,3.74,3.87,12.58,14.39,16.62,in,in,quick,hit,1.44,yes,jump,tool,tool,a
61.46,0.75,b,3.87,3.84,13.58,14.11,7.46,in,in,quick,hit,2.25,no,jump,kill,kill,b
62.11,1.19,a,2.9,3.46,10.66,13.32,,in,in,quick,hit,2.38,no,jump,,,a
62.18,2.19,b,2.51,3.19,,,18.82,,,,,,,,hit_error,hit_error,a
62.23,1.29,b,1.62,2.15,12.24,11.37,2.4,in,in,oppo,hit,2.17,no,jump,,,b
62.97,2.57,a,3.13,2.6,,,8.54,,,,free_ball,0.92,no,,,,b
62.53,2.67,b,7.52,8.26,13.35,15.15,3.24,in,in,outside,hit,1.92,no,,,,b
62.91,4.2,a,3.17,3.37,13.84,14.26,,in,in,outside,hit,2.49,no,,net,net,b
64.14,1.29,a,7.65,6.99,8.38,14.49,2.1,out,out,outside,hit,1.73,yes,float,,,a
63.79,1.88,b,2.05,3.06,9.18,15.09,2.85,out,out,outside,hit,1.52,no,,,,a
64.01,3.52,a,3.26,2.87,7.39,11.04,6.48,out,out,oppo,hit,2.08,no,,,,a
63.43,4.38,b,6.97,7.07,1.08,13.45,3.8,out,out,outside,hit,2.6,yes,,,,a
64.37,5.36,a,3.67,3.78,14.22,15.19,,in,in,outside,blocked,1.85,yes,,,,a
64.17,7.12,a,15.55,15.12,10.08,7.05,7.21,out,out,oppo,off_speed,1.74,yes,,,,a
64.31,7.91,b,7.11,6.69,8.87,11.04,13.38,out,out,oppo,roll_shot,2.03,no,,,,a
63.81,8.89,a,12.73,6.89,8.92,15.46,,out,out,outside,blocked,2.9,yes,,,,a
63.88,11.19,a,13.26,13.19,8.99,15.13,2.31,out,out,outside,off_speed,1.98,yes,,kill,kill,a
64.28,1.71,b,3.98,3.37,,,26.15,,,,,,,jump,hit_error,hit_error,a
66.15,0.96,b,5.1,3.73,12.71,14.83,,in,in,outside,blocked,1.97,yes,jump,blocked,blocked,a
67.62,0.74,b,2.6,3.64,12.77,14.31,10.64,in,in,quick,roll_shot,1.36,no,jump,kill,kill,b
67.86,0.66,a,3.37,3.17,12.92,12.44,5.64,in,in,bic,hit,0.15,no,jump,,,b
67.89,2.11,b,6.15,7.79,24.64,25.18,7.96,out,out,outside,off_speed,3.43,no,,,,b
67.37,2.99,a,8.2,7.61,11.93,12.53,3.22,in,in,quick,hit,2.52,no,,,,b
68.12,4.57,b,3.02,2.87,13.56,,13.11,out,,,tip,-0.56,no,,,,b
68.07,4.74,a,13.1,12.44,,,12.13,,,,overpass,-0.03,no,,,,b
67.55,6.2,b,12.28,12.92,,12.84,11.75,,,quick,tip,0.82,no,,kill,kill,b
69.22,1.04,a,3.31,2.28,11.69,15.44,9.89,in,in,outside,hit,0.83,no,jump,kill,kill,a
70.21,1.01,b,8.93,2.39,12.97,15.4,8.21,in,in,outside,hit,1.12,no,float,kill,kill,b
71.07,0.77,a,,,,,,,,,,,,jump,serve_error,serve_error,a
71.8,0.48,b,,,,,,,,,,,,jump,serve_error,serve_error,b
73.29,1.23,a,7.04,7.84,5.58,14.87,3.61,out,out,outside,hit,2.69,yes,float,,,b
73.05,2.25,b,3.01,8.93,13.18,11.26,,in,in,oppo,hit,0.88,yes,,tool,tool,b
74.05,0.49,a,7.94,8.0,13.05,12.74,9.43,in,in,quick,hit,1.18,no,float,,,a
74.14,0.98,b,9.77,8.81,,10.9,,,,,tip,0.04,no,,net,net,a
74.75,1.18,b,3.82,3.34,11.77,11.11,7.93,in,in,oppo,hit,2.06,no,jump,,,a
75.39,1.46,a,7.29,7.78,23.3,14.21,6.33,out,out,outside,off_speed,3.17,no,,,,a
75.66,3.32,b,6.53,6.17,12.54,14.67,19.51,in,in,outside,off_speed,1.8,no,,hit_error,hit_error,a
75.59,1.4,b,3.88,4.08,12.56,15.11,9.34,in,in,outside,hit,2.38,no,jump,kill,kill,a
76.61,1.01,b,2.68,3.44,12.7,14.57,6.11,in,in,quick,hit,1.9,yes,jump,,,a
77.43,2.17,a,6.1,5.55,8.04,10.71,15.54,out,out,outside,blocked,3.37,yes,,blocked,blocked,a
78.05,0.96,b,3.1,2.63,11.06,12.0,6.83,in,in,bic,hit,1.91,no,jump,,,b
78.15,2.39,a,7.03,6.43,,,22.5,,,,,,,,hit_error,hit_error,b
79.44,1.08,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80.01,0.96,b,2.74,4.07,17.09,13.97,4.87,out,out,outside,hit,3.22,no,jump,kill,kill,b
80.85,1.48,a,5.85,6.35,12.84,11.14,10.29,out,out,oppo,hit,1.54,no,float,,,a
80.56,1.76,b,10.01,10.05,,,16.23,,,,,,,,hit_error,hit_error,a
82.33,0.77,b,11.03,3.69,12.33,11.08,1.83,in,in,oppo,hit,2.44,yes,jump,,,a
81.88,2.04,a,2.37,7.32,16.5,14.57,12.18,out,out,outside,tip,1.34,no,,,,a
81.75,2.93,b,11.93,14.29,12.04,12.75,24.24,in,in,bic,hit,2.7,no,,hit_error,hit_error,a
83.43,0.98,b,2.83,2.59,13.43,14.49,9.97,in,in,oppo,hit,2.27,yes,jump,,,b
82.89,2.05,a,9.55,10.01,,,23.32,,,,,,,,hit_error,hit_error,b
83.71,0.78,a,6.36,2.91,11.64,13.34,10.77,in,in,quick,hit,1.94,yes,jump,tool,tool,a
85.59,0.62,b,9.28,9.29,13.41,14.94,12.81,in,in,outside,blocked,1.61,yes,float,,,b
84.56,2.27,b,13.26,13.57,9.12,6.32,8.38,out,out,oppo,hit,1.76,no,,,,b
85.33,2.98,a,7.93,7.02,12.99,12.22,13.63,in,in,bic,hit,1.85,no,,net,net,b
85.41,1.26,a,9.55,8.83,13.02,14.42,13.38,in,in,outside,hit,2.22,no,jump,kill,kill,a
87.02,0.85,b,2.05,1.89,12.62,14.84,23.61,in,in,outside,hit,2.09,no,jump,hit_error,hit_error,a
88.42,1.09,b,2.64,3.1,12.8,12.06,11.21,in,in,quick,blocked,2.08,yes,jump,,,b
87.84,1.88,b,11.1,11.34,7.2,6.38,6.62,out,out,oppo,hit,2.34,no,,,,b
88.35,2.79,a,6.76,2.27,9.66,15.33,10.53,out,out,outside,roll_shot,1.97,yes,,,,b
88.07,4.02,b,10.61,12.02,7.3,14.62,6.96,out,out,outside,off_speed,2.11,no,,kill,kill,b
89.13,0.9,a,8.1,8.31,12.7,15.4,3.0,in,in,outside,hit,2.21,no,float,kill,kill,a
89.38,0.38,b,2.71,2.29,12.77,13.75,5.61,in,in,quick,off_speed,2.16,no,jump,,,a
89.95,2.2,a,5.34,6.46,13.87,15.67,14.03,out,out,outside,hit,2.25,no,,,,a
90.04,2.83,b,13.76,13.95,13.1,13.2,12.87,out,out,,blocked,0.6,yes,,,,a
90.2,4.2,b,13.26,12.74,7.69,14.92,13.45,out,out,oppo,blocked,1.68,yes,,,,a
90.58,4.65,b,13.92,13.39,9.68,15.29,13.73,out,out,oppo,blocked,3.17,yes,,kill,kill,a
90.78,1.17,b,2.52,2.74,10.82,10.41,,out,out,oppo,roll_shot,1.93,no,jump,net,net,a
92.66,0.85,b,4.27,4.16,7.24,15.23,,out,out,outside,hit,1.74,no,jump,,,b
91.53,1.72,a,9.55,9.1,13.69,,25.53,,,,,,,,hit_error,hit_error,b
93.21,0.65,a,4.02,3.87,12.8,12.82,7.14,in,in,quick,hit,1.79,no,jump,kill,kill,a
94.3,1.75,b,3.26,3.15,13.04,14.23,5.85,in,in,bic,hit,2.09,no,jump,kill,kill,b
95.66,0.58,a,4.3,3.64,12.95,14.64,16.49,in,in,outside,hit,2.39,no,jump,hit_error,hit_error,b
95.91,1.11,a,,,,,,,,,,,,jump,serve_error,serve_error,a
96.4,0.67,b,,,,,,,,,,,,jump,serve_error,serve_error,b
98.4,1.47,a,7.29,6.93,12.46,14.89,1.63,in,in,outside,blocked,1.53,yes,float,kill,kill,b
99.28,1.28,b,1.65,2.34,,,2.2,,,,,,,jump,ace,ace,a
100.04,1.09,b,7.3,2.5,2.94,15.5,14.37,out,out,outside,blocked,3.21,yes,jump,kill,kill,a
100.71,1.24,b,2.98,2.92,7.31,10.45,9.26,out,out,oppo,blocked,2.03,yes,jump,kill,kill,a
102.45,1.15,b,3.86,4.28,11.97,15.32,6.09,in,in,outside,hit,0.89,no,jump,,,a
102.0,1.88,a,5.92,6.02,4.96,12.26,3.11,out,out,oppo,hit,3.28,no,,kill,kill,a
103.09,1.22,b,3.58,2.63,6.49,11.64,10.81,out,out,oppo,blocked,2.07,yes,jump,kill,kill,a
103.39,1.41,b,,,,,,,,,,,,,serve_error,serve_error,b
104.47,0.98,a,6.68,2.83,12.32,25.86,12.42,in,in,outside,tip,0.21,no,jump,,,b
104.89,2.03,b,11.89,6.15,9.07,15.26,16.99,out,out,outside,hit,2.18,yes,,tool,tool,b
105.98,0.77,a,2.72,2.75,12.29,12.82,9.48,in,in,quick,hit,0.71,no,jump,kill,kill,a
107.09,0.73,b,,,,,23.65,,,,,,,jump,serve_error,serve_error,b
108.15,0.89,a,6.36,7.31,12.31,12.77,25.11,in,in,quick,hit,1.73,yes,float,,,a
107.8,2.22,b,25.63,10.14,13.99,15.23,6.68,in,in,outside,blocked,2.2,yes,,kill,kill,a
108.48,1.31,b,8.1,2.94,12.94,13.55,16.15,in,in,quick,hit,1.45,yes,jump,tool,tool,b
109.86,1.08,a,2.8,3.55,13.07,10.77,8.69,in,in,oppo,hit,2.12,no,jump,,,a
109.47,,,9.3,10.05,,,20.18,,,,,,,,hit_error,hit_error,a
110.87,0.85,b,7.43,8.12,11.01,14.54,2.74,out,out,outside,hit,2.38,no,hybrid,kill,kill,b
112.06,0.92,a,3.32,3.26,7.93,11.25,,in,in,oppo,hit,1.87,no,jump,net,net,b
112.95,1.73,a,9.46,9.03,7.79,15.18,11.89,out,out,outside,off_speed,3.32,yes,jump,kill,kill,a
114.12,1.2,b,3.2,2.88,13.2,15.61,3.11,in,in,outside,hit,2.24,yes,jump,,,a
113.8,2.38,a,2.61,2.98,12.8,10.41,23.18,in,in,oppo,hit,2.52,yes,,tool,tool,a
115.32,1.34,b,3.16,2.44,14.0,13.16,3.03,in,in,bic,hit,3.0,no,jump,kill,kill,b
116.23,1.38,a,8.0,7.73,12.02,15.29,13.99,in,in,outside,hit,1.39,no,float,kill,kill,a
116.8,1.28,b,,,,,,,,,,,,jump,ace,ace,a
118.57,0.92,b,3.04,2.93,13.34,13.89,2.91,in,in,quick,hit,2.08,no,jump,,,a
118.24,1.88,a,2.98,3.57,10.38,10.37,6.22,out,out,oppo,off_speed,2.25,yes,,,,a
117.75,2.69,b,6.34,6.58,,,11.36,,,,,,,,hit_error,hit_error,a
118.88,1.35,b,2.68,3.24,12.81,13.42,23.88,in,in,quick,hit,1.79,yes,jump,tool,tool,b
120.49,0.39,a,4.19,4.56,18.15,10.38,,out,out,outside,off_speed,2.76,no,jump,net,net,b
121.01,1.31,a,4.39,3.0,12.56,11.04,12.84,out,out,oppo,hit,2.37,yes,jump,,,b
121.2,2.1,b,12.7,11.98,11.96,15.23,7.89,in,in,outside,off_speed,0.64,yes,,,,b
121.35,2.72,a,8.07,3.95,7.38,11.31,8.59,out,out,oppo,blocked,2.05,yes,,,,b
121.65,3.84,a,9.14,14.22,13.14,12.59,9.16,in,in,quick,hit,1.68,no,,,,b
121.48,5.63,b,9.27,9.66,6.95,11.08,3.28,out,out,oppo,hit,2.38,yes,,,,b
121.03,5.91,a,3.52,3.05,12.99,13.34,3.38,in,in,quick,hit,1.22,yes,,,,b
121.25,6.81,b,3.4,3.31,12.29,13.02,18.0,in,in,bic,hit,2.11,yes,,tool,tool,b
121.46,0.98,a,3.68,3.6,13.17,10.81,25.38,in,in,oppo,off_speed,2.56,yes,jump,tool,tool,a
123.04,1.11,b,2.11,3.18,12.15,14.31,22.28,in,in,outside,hit,2.23,yes,jump,tool,tool,b
124.25,1.1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
124.94,0.82,b,2.75,3.65,13.77,15.42,0.25,in,in,outside,hit,1.57,no,jump,kill,kill,b
126.68,0.82,a,7.23,7.22,12.9,15.22,9.59,in,in,outside,hit,1.74,no,float,,,a
126.28,1.79,b,10.03,9.67,,,19.38,,,,,,,,hit_error,hit_error,a
127.25,0.79,b,4.46,4.31,13.63,12.33,8.64,in,in,quick,hit,1.09,no,jump,kill,kill,b
127.43,0.5,a,,,,,,,,,,,,jump,ace,ace,b
128.71,0.67,a,,,,,,,,,,,,jump,serve_error,serve_error,a
130.18,0.97,b,8.1,8.23,13.05,14.9,9.79,in,in,outside,blocked,2.05,yes,float,kill,kill,a
131.63,0.99,b,9.87,9.97,15.2,15.44,9.23,out,out,d-ball,hit,1.96,no,float,kill,kill,b
132.41,1.16,a,7.14,1.7,12.65,13.32,7.16,in,in,bic,hit,1.72,no,jump,,,a
131.95,2.02,b,6.89,7.14,16.34,8.56,6.08,out,out,bic,overpass,0.34,no,,,,a
131.37,3.23,a,5.87,5.67,13.02,,12.77,out,,,free_ball,0.53,no,,kill,kill,a
133.27,0.35,b,,,,,,,,,,,,jump,serve_error,serve_error,b
133.9,0.83,a,4.49,3.29,11.17,12.3,23.1,in,in,quick,hit,1.87,no,jump,,,a
134.81,0.64,a,,,,,,,,,,,,jump,serve_error,serve_error,a
135.99,0.06,b,3.61,3.07,11.67,11.45,26.37,in,in,oppo,off_speed,2.07,yes,jump,tool,tool,b
137.2,0.6,a,3.19,2.62,13.31,11.09,1.47,in,in,oppo,hit,1.74,no,jump,kill,kill,a
138.18,1.06,b,3.45,3.64,13.95,13.1,8.68,out,out,,blocked,1.99,no,jump,hit_error,hit_error,a
138.84,0.73,b,4.37,4.02,13.64,13.13,7.9,in,in,quick,off_speed,1.44,no,jump,,,a
139.05,1.88,a,7.52,6.38,2.69,11.53,8.61,out,out,oppo,roll_shot,2.14,yes,,,,a
139.22,3.2,b,8.61,8.79,12.57,12.88,7.91,in,in,bic,hit,3.18,yes,,,,a
138.0,3.95,a,7.5,2.62,13.44,11.34,4.96,in,in,oppo,hit,2.25,no,,kill,kill,a
140.14,1.09,b,3.23,3.34,13.5,15.23,10.06,in,in,outside,hit,1.21,yes,jump,,,a
139.72,1.76,a,10.04,14.3,12.57,14.43,24.49,in,in,outside,hit,2.19,yes,,tool,tool,a
140.14,0.73,b,3.59,2.85,14.33,15.01,4.07,in,in,outside,hit,1.47,no,jump,,,a
140.8,2.02,a,4.21,3.74,,,12.16,,,,free_ball,-0.39,no,,,,a
140.77,2.77,b,12.12,11.47,8.21,14.88,9.34,out,out,outside,hit,2.67,no,,,,a
141.13,3.84,a,8.77,9.19,9.34,11.8,8.45,out,out,bic,roll_shot,3.1,no,,,,a
140.84,4.29,b,8.07,3.77,7.19,11.12,8.51,out,out,oppo,roll_shot,1.6,no,,,,a
140.43,6.16,a,8.9,9.8,11.7,13.96,8.35,in,in,quick,off_speed,1.56,no,,kill,kill,a
142.16,1.0,a,7.3,8.02,11.99,14.51,6.11,in,in,outside,hit,1.64,no,float,,,a
141.89,1.66,b,5.78,5.78,,,20.84,,,,,,,,hit_error,hit_error,a
143.15,0.88,b,3.43,3.74,13.2,11.8,5.39,in,in,quick,hit,0.64,no,jump,kill,kill,b
143.57,1.01,a,3.83,3.08,13.4,13.88,2.26,in,in,quick,hit,1.76,no,jump,kill,kill,a
145.59,1.96,b,4.24,4.19,12.89,14.44,18.17,in,in,outside,hit,1.3,no,jump,hit_error,hit_error,a
145.59,1.3,b,2.1,2.07,12.85,12.82,13.83,in,in,quick,blocked,0.76,yes,jump,,,a
146.05,2.02,b,12.68,12.91,9.95,14.8,13.31,out,out,outside,off_speed,2.97,yes,,,,a
146.11,3.22,a,13.8,9.56,,11.95,6.68,,,quick,hit,2.05,no,,kill,kill,a
147.29,1.08,b,3.41,2.93,12.82,14.66,5.69,in,in,quick,off_speed,1.48,no,jump,,,b
146.9,1.52,a,6.17,6.42,,,15.31,,,,,,,,hit_error,hit_error,b
148.19,1.26,a,,,,,,,,,,,,jump,serve_error,serve_error,a
148.51,1.3,b,,,,,,,,,,,,float,serve_error,serve_error,b
150.43,1.04,a,6.61,7.53,12.37,11.05,10.17,out,out,oppo,hit,1.91,no,float,,,a
149.64,2.25,b,10.02,10.71,,,7.22,,,,free_ball,,,,hit_error,hit_error,a
151.95,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
151.87,0.88,a,9.1,14.75,13.15,11.01,0.77,in,in,oppo,hit,1.5,no,jump,kill,kill,a
153.19,0.98,b,8.4,3.2,13.2,15.15,3.7,in,in,outside,off_speed,1.83,yes,jump,,,b
153.0,1.67,a,2.89,3.04,11.92,13.25,13.13,in,in,bic,blocked,2.7,yes,,,,b
153.24,3.05,a,13.43,13.03,7.83,11.04,7.2,out,out,oppo,blocked,3.4,yes,,,,b
152.98,4.0,a,8.59,7.46,11.36,15.32,15.91,in,in,outside,tip,1.36,no,,hit_error,hit_error,b
153.82,1.54,a,0.54,2.19,12.76,15.22,9.45,in,in,outside,hit,2.26,yes,jump,,,b
153.34,1.54,b,9.56,8.96,13.03,14.3,1.59,in,in,outside,hit,1.77,yes,,,,b
153.98,3.18,a,2.24,2.61,13.86,15.02,6.3,in,in,outside,off_speed,1.96,yes,,,,b
154.21,4.08,b,7.33,6.95,7.23,14.92,,out,out,outside,hit,2.84,yes,,net,net,b
155.17,1.02,a,5.49,2.19,11.54,11.16,10.18,out,out,oppo,tip,1.8,no,jump,,,a
154.56,1.97,b,9.74,9.22,,,22.44,,,,,,,,hit_error,hit_error,a
156.05,0.89,b,2.78,2.69,12.14,14.8,6.24,in,in,outside,hit,2.3,no,jump,kill,kill,b
156.76,0.55,a,7.26,7.51,13.52,13.07,9.08,in,in,quick,hit,1.55,yes,hybrid,,,a
157.32,2.64,b,10.02,9.35,,,25.76,,,,,,,,hit_error,hit_error,a
157.72,1.62,b,2.57,1.45,,,14.65,,,,free_ball,-0.55,no,jump,,,a
158.08,1.56,a,14.37,,,15.05,8.74,,,outside,hit,0.67,no,,,,a
